1447438196	10	20
1447438705	10	20
1447438788	10	20
1447438789	10	20
1447438790	10	20
1447438791	10	20
1447438792	10	20
1447438793	10	20
1447438794	10	20
1447438795	10	20
1447438796	10	20
1447438797	10	20
1447438798	10	20
1447438799	10	20
1447438800	10	20
1447438801	10	20
1447438802	10	20
1447438803	10	20
1447438804	10	20
1447438805	10	20
1447438806	10	20
1447438807	10	20
1447438808	10	20
1447438809	10	20
1447438810	10	20
1447438811	10	20
1447438812	10	20
1447438813	10	20
1447438814	10	20
1447438815	10	20
1447438816	10	20
1447438817	10	20
1447438818	10	20
1447438973	10	20
1447438974	10	20
1447438975	10	20
1447438976	10	20
1447438977	10	20
1447438978	10	20
1447438979	10	20
1447438980	10	20
1447438981	10	20
1447438982	10	20
1447438983	10	20
1447438984	10	20
1447438985	10	20
1447438986	10	20
1447438987	10	20
1447438988	10	20
1447438989	10	20
1447438990	10	20
1447438991	10	20
1447438992	10	20
1447443739	10	20
1447443740	10	20
1447443741	10	20
1447443742	10	20
1447443743	10	20
1447443744	10	20
1447443745	10	20
1447443746	10	20
1447443747	10	20
1447443748	10	20
1447443749	10	20
1447443750	10	20
1447443751	10	20
1447443752	10	20
1447443753	10	20
1447443754	10	20
1447443755	10	20
1447443827	10	20
1447443828	10	20
1447443829	10	20
1447443830	10	20
1447443831	10	20
1447443832	10	20
1447443833	10	20
1447443834	10	20
1447443835	10	20
1447443836	10	20
1447443837	10	20
1447443838	10	20
1447443855	10	20
1447443856	10	20
1447443857	10	20
1447443858	10	20
1447443859	10	20
1447443860	10	20
1447443861	10	20
1447443862	10	20
1447443863	10	20
1447443864	10	20
1447443865	10	20
1447443866	10	20
1447443867	10	20
1447443868	10	20
1447443869	10	20
1447443870	10	20
1447443897	10	20
1447443898	10	20
1447443899	10	20
1447443900	10	20
1447443901	10	20
1447443902	10	20
1447443981	10	20
1447443982	10	20
1447443983	10	20
1447443984	10	20
1447443985	10	20
1447443986	10	20
1447443987	10	20
1447443988	10	20
1447443989	10	20
1447443990	10	20
1447443991	10	20
1447443992	10	20
1447444017	10	20
1447444018	10	20
1447444019	10	20
1447444020	10	20
1447444021	10	20
1447444022	10	20
1447444023	10	20
1447444024	10	20
1447444025	10	20
1447444026	10	20
1447444027	10	20
1447444028	10	20
1447444029	10	20
1447444030	10	20
